adjective,noun,metaphorical?,count
heavy_j,discount_n,y,413
heavy_j,negotiation_n,y,75
heavy_j,withdrawal_n,y,148
heavy_j,betting_n,y,75
heavy_j,cleaning_n,y,48
heavy_j,protection_n,y,210
heavy_j,proportion_n,y,55
heavy_j,restriction_n,y,613
heavy_j,subject_n,y,139
heavy_j,campaign_n,y,162
heavy_j,treatment_n,y,63
heavy_j,dollar_n,y,132
heavy_j,restructuring_n,y,154
heavy_j,smoking_n,y,642
heavy_j,risk_n,y,110
heavy_j,trade_n,y,743
heavy_j,clash_n,y,2514
heavy_j,infighting_n,y,31
heavy_j,debt_n,y,5058
heavy_j,taxation_n,y,640
heavy_j,favourite_n,y,269
heavy_j,presence_n,y,1831
heavy_j,bet_n,y,182
heavy_j,irrigation_n,y,45
heavy_j,loss_n,y,31674
heavy_j,congestion_n,y,400
heavy_j,profit-taking_n,y,509
heavy_j,focus_n,y,946
heavy_j,favorite_n,y,2709
heavy_j,rate_n,y,79
heavy_j,surveillance_n,y,253
heavy_j,expectation_n,y,117
heavy_j,credit_n,y,49
heavy_j,advantage_n,y,25
heavy_j,government_n,y,928
heavy_j,interest_n,y,415
heavy_j,punishment_n,y,842
heavy_j,publicity_n,y,181
heavy_j,defense_n,y,147
heavy_j,workout_n,y,81
heavy_j,infestation_n,y,292
heavy_j,programme_n,y,124
heavy_j,surge_n,y,49
heavy_j,fee_n,y,103
heavy_j,spending_n,y,1624
heavy_j,renovation_n,y,41
heavy_j,lender_n,y,35
heavy_j,policing_n,y,143
heavy_j,decline_n,y,273
heavy_j,symbolism_n,y,78
heavy_j,mortgage_n,y,66
heavy_j,recruiting_n,y,44
heavy_j,future_n,y,52
heavy_j,sadness_n,y,18
heavy_j,dependency_n,y,104
heavy_j,data_n,y,87
heavy_j,law_n,y,53
heavy_j,ambush_n,y,38
heavy_j,hangover_n,y,26
heavy_j,emigration_n,y,52
heavy_j,offensive_n,y,92
heavy_j,shelling_n,y,1885
heavy_j,dialogue_n,y,22
heavy_j,drinking_n,y,5226
heavy_j,jazz_n,y,54
heavy_j,increase_n,y,194
heavy_j,financing_n,y,32
heavy_j,communication_n,y,96
heavy_j,accent_n,y,355
heavy_j,violence_n,y,296
heavy_j,datum_n,y,79
heavy_j,disruption_n,y,51
heavy_j,penalty_n,y,2148
heavy_j,destruction_n,y,200
heavy_j,budget_n,y,127
heavy_j,looting_n,y,77
heavy_j,outlay_n,y,47
heavy_j,barrage_n,y,558
heavy_j,moment_n,y,65
heavy_j,turbulence_n,y,283
heavy_j,distortion_n,y,79
heavy_j,exercise_n,y,329
heavy_j,payment_n,y,48
heavy_j,traffic_n,y,8355
heavy_j,reliance_n,y,4781
heavy_j,incentive_n,y,242
heavy_j,irony_n,y,85
heavy_j,politics_n,y,26
heavy_j,silence_n,y,104
heavy_j,expenditure_n,y,253
heavy_j,wound_n,y,81
heavy_j,week_n,y,137
heavy_j,depression_n,y,29
heavy_j,mortality_n,y,65
heavy_j,sacrifice_n,y,86
heavy_j,patrol_n,y,57
heavy_j,firing_n,y,713
heavy_j,attack_n,y,2450
heavy_j,exploitation_n,y,46
heavy_j,backing_n,y,159
heavy_j,participation_n,y,131
heavy_j,correction_n,y,32
heavy_j,chore_n,y,21
heavy_j,fund-raising_n,y,29
heavy_j,redemption_n,y,70
heavy_j,toll_n,y,5874
heavy_j,combat_n,y,1020
heavy_j,resistance_n,y,1330
heavy_j,tax_n,y,1954
heavy_j,siege_n,y,195
heavy_j,influx_n,y,221
heavy_j,sale_n,y,405
heavy_j,engagement_n,y,99
heavy_j,debate_n,y,96
heavy_j,record_n,y,33
heavy_j,percussion_n,y,96
heavy_j,hint_n,y,359
heavy_j,propaganda_n,y,60
heavy_j,noise_n,y,45
heavy_j,morning_n,y,472
heavy_j,censorship_n,y,298
heavy_j,trading_n,y,4636
heavy_j,task_n,y,624
heavy_j,development_n,y,160
heavy_j,science_n,y,30
heavy_j,fraud_n,y,148
heavy_j,airstrikes_n,y,148
heavy_j,liabilities_n,y,34
heavy_j,injury_n,y,240
heavy_j,discussion_n,y,105
heavy_j,stigma_n,y,66
heavy_j,ransom_n,y,50
heavy_j,pattern_n,y,41
heavy_j,afternoon_n,y,143
heavy_j,bombardment_n,y,2351
heavy_j,expense_n,y,210
heavy_j,battle_n,y,1307
heavy_j,exposure_n,y,750
heavy_j,consumption_n,y,257
heavy_j,profanity_n,y,60
heavy_j,support_n,y,1239
heavy_j,attendance_n,y,41
heavy_j,acceleration_n,y,106
heavy_j,schedule_n,y,1040
heavy_j,contingent_n,y,245
heavy_j,delay_n,y,96
heavy_j,scrutiny_n,y,599
heavy_j,infection_n,y,136
heavy_j,election_n,y,168
heavy_j,selloff_n,y,271
heavy_j,reinforcement_n,y,236
heavy_j,soul_n,y,59
heavy_j,challenge_n,y,315
heavy_j,blame_n,y,43
heavy_j,regimen_n,y,11
heavy_j,advertising_n,y,594
heavy_j,music_n,y,651
heavy_j,judgment_n,y,25
heavy_j,majority_n,y,123
heavy_j,bloodshed_n,y,97
heavy_j,competition_n,y,999
heavy_j,insurance_n,y,49
heavy_j,conversion_n,y,58
heavy_j,vote_n,y,70
heavy_j,unemployment_n,y,105
heavy_j,compensation_n,y,60
heavy_j,leverage_n,y,30
heavy_j,rotation_n,y,2049
heavy_j,depreciation_n,y,52
heavy_j,claim_n,y,54
heavy_j,fighting_n,y,19130
heavy_j,manners_n,y,36
heavy_j,riot_n,y,70
heavy_j,deficit_n,y,196
heavy_j,borrower_n,y,63
heavy_j,ecstasy_n,y,56
heavy_j,autumn_n,y,51
heavy_j,sentence_n,y,1149
heavy_j,casualty_n,y,12053
heavy_j,issue_n,y,135
heavy_j,crackdown_n,y,406
heavy_j,trader_n,y,31
heavy_j,donor_n,y,52
heavy_j,drought_n,y,87
heavy_j,bass_n,y,576
heavy_j,secrecy_n,y,82
heavy_j,stress_n,y,2218
solid_j,concept_n,y,40
solid_j,history_n,y,288
solid_j,training_n,y,267
solid_j,person_n,y,157
solid_j,policy_n,y,107
solid_j,conservative_n,y,156
solid_j,technique_n,y,201
solid_j,company_n,y,2713
solid_j,contributor_n,y,194
solid_j,sense_n,y,199
solid_j,earnings_n,y,2374
solid_j,education_n,y,272
solid_j,demand_n,y,730
solid_j,relationship_n,y,808
solid_j,marriage_n,y,126
solid_j,recovery_n,y,777
solid_j,veteran_n,y,133
solid_j,example_n,y,198
solid_j,album_n,y,171
solid_j,proof_n,y,714
solid_j,business_n,y,1610
solid_j,reputation_n,y,1945
solid_j,economy_n,y,280
solid_j,opposition_n,y,165
solid_j,bloc_n,y,183
solid_j,guy_n,y,125
solid_j,endorsement_n,y,69
solid_j,reason_n,y,492
solid_j,claim_n,y,128
solid_j,research_n,y,631
solid_j,fundamental_n,y,285
solid_j,lineup_n,y,110
solid_j,estimate_n,y,75
solid_j,conclusion_n,y,146
solid_j,modelling_n,y,571
solid_j,understanding_n,y,1613
solid_j,investment_n,y,502
solid_j,clue_n,y,187
solid_j,program_n,y,145
solid_j,prospect_n,y,132
solid_j,reference_n,y,164
solid_j,campaign_n,y,88
solid_j,commitment_n,y,465
solid_j,supporter_n,y,197
solid_j,customer_n,y,399
solid_j,credential_n,y,137
solid_j,profitability_n,y,181
solid_j,principle_n,y,134
solid_j,choice_n,y,171
solid_j,plan_n,y,533
solid_j,institution_n,y,119
solid_j,review_n,y,183
solid_j,consensus_n,y,92
solid_j,fact_n,y,376
solid_j,victory_n,y,1018
solid_j,defence_n,y,913
solid_j,security_n,y,177
solid_j,achievement_n,y,255
solid_j,management_n,y,294
solid_j,success_n,y,183
solid_j,argument_n,y,244
solid_j,effort_n,y,615
solid_j,story_n,y,108
solid_j,profit_n,y,913
solid_j,strategy_n,y,198
solid_j,leadership_n,y,131
solid_j,advance_n,y,406
solid_j,offer_n,y,72
solid_j,approach_n,y,124
solid_j,candidate_n,y,127
solid_j,solution_n,y,1074
solid_j,employment_n,y,182
solid_j,majority_n,y,2636
solid_j,evidence_n,y,4294
solid_j,experience_n,y,1731
solid_j,following_n,y,108
solid_j,credit_n,y,328
solid_j,gain_n,y,6767
solid_j,defense_n,y,1614
solid_j,friendship_n,y,186
solid_j,advice_n,y,334
solid_j,career_n,y,398
solid_j,work_n,y,1102
solid_j,deal_n,y,79
solid_j,partner_n,y,141
solid_j,data_n,y,316
solid_j,skill_n,y,102
solid_j,alliance_n,y,75
solid_j,knowledge_n,y,629
solid_j,progress_n,y,1213
solid_j,man_n,y,126
solid_j,indication_n,y,180
solid_j,chance_n,y,435
solid_j,analysis_n,y,106
solid_j,introduction_n,y,293
solid_j,theory_n,y,82
solid_j,improvement_n,y,242
solid_j,instruction_n,y,153
solid_j,start_n,y,3024
solid_j,market_n,y,299
solid_j,datum_n,y,81
solid_j,reporting_n,y,113
solid_j,case_n,y,512
solid_j,partnership_n,y,374
solid_j,proposal_n,y,117
solid_j,recommendation_n,y,83
solid_j,sale_n,y,1518
solid_j,relation_n,y,371
solid_j,record_n,y,650
solid_j,answer_n,y,191
solid_j,income_n,y,186
solid_j,result_n,y,1867
solid_j,contribution_n,y,342
solid_j,science_n,y,182
solid_j,year_n,y,711
solid_j,agreement_n,y,131
solid_j,modeling_n,y,154
solid_j,mandate_n,y,64
solid_j,opportunity_n,y,60
solid_j,contender_n,y,153
solid_j,job_n,y,1058
solid_j,character_n,y,164
solid_j,revenue_n,y,412
solid_j,family_n,y,267
solid_j,information_n,y,1087
solid_j,organization_n,y,82
solid_j,judgment_n,y,99
solid_j,intelligence_n,y,243
solid_j,bet_n,y,123
solid_j,peace_n,y,113
solid_j,ally_n,y,188
solid_j,idea_n,y,198
solid_j,report_n,y,140
solid_j,leader_n,y,87
solid_j,return_n,y,509
solid_j,accomplishment_n,y,65
solid_j,guarantee_n,y,175
solid_j,performance_n,y,5773
clean_j,title_n,y,108
clean_j,police_n,y,77
clean_j,technique_n,y,82
clean_j,company_n,y,217
clean_j,driving_n,y,2140
clean_j,humor_n,y,30
clean_j,comedy_n,y,41
clean_j,possession_n,y,28
clean_j,sport_n,y,324
clean_j,poll_n,y,15
clean_j,blow_n,y,40
clean_j,configuration_n,y,29
clean_j,profile_n,y,40
clean_j,team_n,y,3233
clean_j,business_n,y,190
clean_j,reputation_n,y,128
clean_j,shot_n,y,410
clean_j,politics_n,y,660
clean_j,economy_n,y,56
clean_j,separation_n,y,187
clean_j,voice_n,y,57
clean_j,presentation_n,y,30
clean_j,singing_n,y,54
clean_j,heart_n,y,300
clean_j,movie_n,y,25
clean_j,writing_n,y,21
clean_j,recording_n,y,22
clean_j,living_n,y,824
clean_j,life_n,y,159
clean_j,olympics_n,y,66
clean_j,escape_n,y,27
clean_j,election_n,y,1481
clean_j,investment_n,y,105
clean_j,url_n,y,43
clean_j,audit_n,y,133
clean_j,campaign_n,y,357
clean_j,getaway_n,y,175
clean_j,color_n,y,32
clean_j,vote_n,y,209
clean_j,bowling_n,y,318
clean_j,play_n,y,60
clean_j,transfer_n,y,26
clean_j,simplicity_n,y,27
clean_j,delivery_n,y,102
clean_j,division_n,y,41
clean_j,diet_n,y,98
clean_j,initiative_n,y,75
clean_j,winner_n,y,201
clean_j,institution_n,y,30
clean_j,work_n,y,286
clean_j,plot_n,y,36
clean_j,victory_n,y,182
clean_j,price_n,y,89
clean_j,cop_n,y,21
clean_j,conscience_n,y,177
clean_j,entertainment_n,y,31
clean_j,audio_n,y,56
clean_j,budget_n,y,26
clean_j,management_n,y,19
clean_j,candidate_n,y,47
clean_j,coach_n,y,30
clean_j,layout_n,y,87
clean_j,surrender_n,y,23
clean_j,balance_n,y,208
clean_j,header_n,y,32
clean_j,event_n,y,48
clean_j,debt_n,y,62
clean_j,society_n,y,40
clean_j,solution_n,y,92
clean_j,win_n,y,74
clean_j,colour_n,y,102
clean_j,majority_n,y,16
clean_j,leader_n,y,30
clean_j,image_n,y,1535
clean_j,soul_n,y,31
clean_j,credit_n,y,236
clean_j,strike_n,y,139
clean_j,government_n,y,2401
clean_j,round_n,y,58
clean_j,salesman_n,y,86
clean_j,programme_n,y,145
clean_j,transaction_n,y,16
clean_j,language_n,y,1656
clean_j,court_n,y,39
clean_j,bill_n,y,6209
clean_j,trial_n,y,21
clean_j,habit_n,y,44
clean_j,deal_n,y,33
clean_j,president_n,y,15
clean_j,data_n,y,36
clean_j,run_n,y,321
clean_j,answer_n,y,28
clean_j,distinction_n,y,26
clean_j,governance_n,y,326
clean_j,question_n,y,226
clean_j,volley_n,y,13
clean_j,break_n,y,4680
clean_j,fight_n,y,133
clean_j,email_n,y,27
clean_j,chance_n,y,35
clean_j,history_n,y,40
clean_j,license_n,y,35
clean_j,transition_n,y,24
clean_j,money_n,y,276
clean_j,decision_n,y,11
clean_j,score_n,y,36
clean_j,start_n,y,736
clean_j,match_n,y,57
clean_j,datum_n,y,190
clean_j,tackle_n,y,69
clean_j,song_n,y,13
clean_j,lifestyle_n,y,19
clean_j,attack_n,y,45
clean_j,catch_n,y,104
clean_j,code_n,y,180
clean_j,signal_n,y,95
clean_j,message_n,y,28
clean_j,health_n,y,67
clean_j,sale_n,y,19
clean_j,connection_n,y,72
clean_j,record_n,y,986
clean_j,project_n,y,63
clean_j,database_n,y,34
clean_j,administration_n,y,97
clean_j,operation_n,y,115
clean_j,dancing_n,y,40
clean_j,politician_n,y,61
clean_j,fun_n,y,811
clean_j,licence_n,y,176
clean_j,premise_n,y,37
clean_j,job_n,y,126
clean_j,tone_n,y,98
clean_j,website_n,y,45
clean_j,punch_n,y,76
clean_j,game_n,y,289
clean_j,interface_n,y,246
clean_j,opinion_n,y,32
clean_j,spirit_n,y,25
clean_j,coaching_n,y,63
clean_j,competition_n,y,149
clean_j,olympic_n,y,50
clean_j,outcome_n,y,32
clean_j,execution_n,y,29
clean_j,drinking_n,y,5870
clean_j,claim_n,y,25
clean_j,joke_n,y,156
clean_j,report_n,y,62
clean_j,method_n,y,87
clean_j,athlete_n,y,257
clean_j,vocal_n,y,418
clean_j,art_n,y,63
clean_j,performance_n,y,84
clean_j,sound_n,y,298
clean_j,sweep_n,y,11159
clean_j,speech_n,y,61
clear_j,representation_n,y,208
clear_j,benefit_n,y,3165
clear_j,statistic_n,y,31
clear_j,condition_n,y,732
clear_j,gain_n,y,245
clear_j,presentation_n,y,748
clear_j,demonstration_n,y,1817
clear_j,desire_n,y,684
clear_j,ability_n,y,184
clear_j,program_n,y,272
clear_j,tendency_n,y,162
clear_j,potential_n,y,622
clear_j,emphasis_n,y,433
clear_j,vote_n,y,395
clear_j,decision_n,y,1312
clear_j,accounting_n,y,175
clear_j,response_n,y,987
clear_j,principle_n,y,988
clear_j,division_n,y,1205
clear_j,choice_n,y,3154
clear_j,plan_n,y,3379
clear_j,failure_n,y,229
clear_j,consequence_n,y,296
clear_j,consensus_n,y,1205
clear_j,fact_n,y,311
clear_j,price_n,y,206
clear_j,superiority_n,y,160
clear_j,influence_n,y,520
clear_j,linkage_n,y,374
clear_j,mission_n,y,904
clear_j,trade_n,y,191
clear_j,debt_n,y,321
clear_j,motive_n,y,628
clear_j,loser_n,y,186
clear_j,evidence_n,y,17794
clear_j,interpretation_n,y,173
clear_j,insurgent_n,y,199
clear_j,loss_n,y,261
clear_j,limit_n,y,702
clear_j,programme_n,y,585
clear_j,career_n,y,1010
clear_j,difference_n,y,2716
clear_j,connection_n,y,956
clear_j,class_n,y,163
clear_j,violation_n,y,4755
clear_j,logic_n,y,119
clear_j,advantage_n,y,3797
clear_j,ruling_n,y,154
clear_j,metaphor_n,y,45
clear_j,confirmation_n,y,189
clear_j,answer_n,y,4093
clear_j,distinction_n,y,5816
clear_j,introduction_n,y,386
clear_j,rise_n,y,134
clear_j,call_n,y,891
clear_j,prose_n,y,143
clear_j,concern_n,y,261
clear_j,insight_n,y,881
clear_j,purpose_n,y,1369
clear_j,bias_n,y,245
clear_j,identification_n,y,849
clear_j,front-runner_n,y,1524
clear_j,definition_n,y,4024
clear_j,risk_n,y,848
clear_j,production_n,y,142
clear_j,benchmark_n,y,381
clear_j,recommendation_n,y,804
clear_j,statement_n,y,8592
clear_j,relation_n,y,143
clear_j,thinker_n,y,119
clear_j,record_n,y,944
clear_j,expression_n,y,1071
clear_j,task_n,y,184
clear_j,contribution_n,y,304
clear_j,agreement_n,y,906
clear_j,pledge_n,y,177
clear_j,mandate_n,y,2822
clear_j,opportunity_n,y,1249
clear_j,ethic_n,y,53
clear_j,election_n,y,132
clear_j,challenge_n,y,492
clear_j,grasp_n,y,399
clear_j,assessment_n,y,609
clear_j,impression_n,y,894
clear_j,scoring_n,y,781
clear_j,problem_n,y,303
clear_j,wish_n,y,182
clear_j,ownership_n,y,199
clear_j,leader_n,y,1563
clear_j,rejection_n,y,482
clear_j,health_n,y,410
clear_j,account_n,y,923
clear_j,speech_n,y,267
clear_j,reminder_n,y,288
clear_j,history_n,y,396
clear_j,policy_n,y,5342
clear_j,english_n,y,366
clear_j,warning_n,y,3198
clear_j,guidance_n,y,6392
clear_j,expectation_n,y,1114
clear_j,impact_n,y,511
clear_j,relationship_n,y,1026
clear_j,perspective_n,y,463
clear_j,example_n,y,3902
clear_j,verdict_n,y,192
clear_j,proof_n,y,1604
clear_j,business_n,y,1593
clear_j,message_n,y,21623
clear_j,trend_n,y,1432
clear_j,opposition_n,y,514
clear_j,conflict_n,y,561
clear_j,conclusion_n,y,978
clear_j,marketing_n,y,231
clear_j,audit_n,y,884
clear_j,community_n,y,368
clear_j,assumption_n,y,139
clear_j,context_n,y,243
clear_j,exposition_n,y,466
clear_j,development_n,y,384
clear_j,arrears_n,y,40
clear_j,winner_n,y,6274
clear_j,triumph_n,y,137
clear_j,victory_n,y,2988
clear_j,indicator_n,y,999
clear_j,conscience_n,y,1590
clear_j,management_n,y,363
clear_j,effort_n,y,482
clear_j,succession_n,y,151
clear_j,name_n,y,218
clear_j,leadership_n,y,1403
clear_j,contract_n,y,210
clear_j,progression_n,y,804
clear_j,timescale_n,y,260
clear_j,basis_n,y,393
clear_j,stand_n,y,755
clear_j,acknowledgement_n,y,228
clear_j,articulation_n,y,398
clear_j,appeal_n,y,155
clear_j,decline_n,y,151
clear_j,identity_n,y,614
clear_j,association_n,y,494
clear_j,theme_n,y,391
clear_j,penalty_n,y,378
clear_j,awareness_n,y,438
clear_j,chance_n,y,2936
clear_j,directive_n,y,242
clear_j,word_n,y,509
clear_j,intent_n,y,642
clear_j,attack_n,y,179
clear_j,process_n,y,603
clear_j,appreciation_n,y,255
clear_j,coalition_n,y,18
clear_j,victor_n,y,428
clear_j,discussion_n,y,206
clear_j,framework_n,y,1951
clear_j,successor_n,y,440
clear_j,vocal_n,y,175
clear_j,command_n,y,364
clear_j,information_n,y,6727
clear_j,priority_n,y,1467
clear_j,role_n,y,1917
clear_j,regulation_n,y,302
clear_j,testimony_n,y,274
clear_j,duty_n,y,564
clear_j,analysis_n,y,571
clear_j,idea_n,y,9225
clear_j,alternative_n,y,615
clear_j,milestone_n,y,132
clear_j,method_n,y,293
clear_j,guarantee_n,y,194
clear_j,thought_n,y,385
clear_j,promise_n,y,264
clear_j,cut_n,y,6315
clear_j,limitation_n,y,124
clear_j,thinking_n,y,1761
clear_j,criterion_n,y,1327
clear_j,drop_n,y,192
clear_j,incentive_n,y,697
clear_j,outcome_n,y,629
clear_j,dialogue_n,y,141
clear_j,recovery_n,y,132
clear_j,poll_n,y,22
clear_j,knowledge_n,y,572
clear_j,improvement_n,y,1155
clear_j,justification_n,y,270
clear_j,employee_n,y,31
clear_j,apology_n,y,176
clear_j,specification_n,y,395
clear_j,protester_n,y,271
clear_j,parameter_n,y,274
clear_j,cost_n,y,286
clear_j,test_n,y,332
clear_j,understanding_n,y,15083
clear_j,investment_n,y,226
clear_j,reduction_n,y,244
clear_j,explanation_n,y,4994
clear_j,stance_n,y,640
clear_j,commitment_n,y,4385
clear_j,tension_n,y,160
clear_j,waiver_n,y,253
clear_j,lesson_n,y,521
clear_j,acceptance_n,y,169
clear_j,interference_n,y,161
clear_j,meaning_n,y,316
clear_j,narrative_n,y,227
clear_j,manifestation_n,y,323
clear_j,candidate_n,y,182
clear_j,argument_n,y,552
clear_j,disclosure_n,y,229
clear_j,strategy_n,y,3814
clear_j,protection_n,y,197
clear_j,favourite_n,y,1910
clear_j,favorite_n,y,2464
clear_j,notion_n,y,232
clear_j,need_n,y,3334
clear_j,interest_n,y,744
clear_j,advice_n,y,2019
clear_j,goal_n,y,3743
clear_j,recollection_n,y,191
clear_j,tome_n,y,126
clear_j,description_n,y,1830
clear_j,question_n,y,366
clear_j,contradiction_n,y,216
clear_j,willingness_n,y,151
clear_j,access_n,y,525
clear_j,underdog_n,y,161
clear_j,determination_n,y,362
clear_j,instruction_n,y,4366
clear_j,datum_n,y,281
clear_j,reply_n,y,150
clear_j,comparison_n,y,169
clear_j,proposal_n,y,379
clear_j,deadline_n,y,345
clear_j,admission_n,y,196
clear_j,project_n,y,270
clear_j,hint_n,y,452
clear_j,summary_n,y,423
clear_j,diagnosis_n,y,298
clear_j,result_n,y,1034
clear_j,conception_n,y,206
clear_j,suggestion_n,y,169
clear_j,support_n,y,1266
clear_j,opinion_n,y,235
clear_j,similarity_n,y,209
clear_j,assurance_n,y,296
clear_j,intelligence_n,y,110
clear_j,communication_n,y,2752
clear_j,report_n,y,364
clear_j,requirement_n,y,529
clear_j,differentiation_n,y,291
clear_j,conviction_n,y,146
clear_j,issue_n,y,197
clear_j,shift_n,y,621
clear_j,disagreement_n,y,111
clear_j,lack_n,y,516
clear_j,mistake_n,y,134
clear_j,implication_n,y,1205
clear_j,agenda_n,y,1033
clear_j,champion_n,y,47
clear_j,contravention_n,y,147
clear_j,direction_n,y,4670
clear_j,demand_n,y,687
clear_j,change_n,y,702
clear_j,obligation_n,y,533
clear_j,danger_n,y,565
clear_j,confession_n,y,26
clear_j,strength_n,y,184
clear_j,prognosis_n,y,29
clear_j,objective_n,y,4593
clear_j,rule_n,y,3187
clear_j,attempt_n,y,1128
clear_j,voice_n,y,2118
clear_j,allusion_n,y,318
clear_j,ambition_n,y,167
clear_j,reason_n,y,1535
clear_j,judgement_n,y,158
clear_j,research_n,y,482
clear_j,endorsement_n,y,451
clear_j,preference_n,y,1099
clear_j,enemy_n,y,166
clear_j,prospect_n,y,284
clear_j,reference_n,y,4538
clear_j,mind_n,y,658
clear_j,defeat_n,y,168
clear_j,accountability_n,y,826
clear_j,order_n,y,454
clear_j,correlation_n,y,565
clear_j,encouragement_n,y,90
clear_j,bid_n,y,198
clear_j,responsibility_n,y,1565
clear_j,quotation_n,y,893
clear_j,condemnation_n,y,251
clear_j,security_n,y,370
clear_j,teaching_n,y,503
clear_j,declaration_n,y,398
clear_j,parallel_n,y,537
clear_j,custom_n,y,325
clear_j,inference_n,y,113
clear_j,success_n,y,446
clear_j,profit_n,y,243
clear_j,legislation_n,y,166
clear_j,concept_n,y,360
clear_j,offer_n,y,144
clear_j,majority_n,y,7450
clear_j,safety_n,y,212
clear_j,government_n,y,464
clear_j,threat_n,y,1502
clear_j,possibility_n,y,187
clear_j,language_n,y,1455
clear_j,guideline_n,y,4664
clear_j,data_n,y,116
clear_j,law_n,y,423
clear_j,authority_n,y,582
clear_j,hierarchy_n,y,406
clear_j,standard_n,y,1712
clear_j,abuse_n,y,238
clear_j,progress_n,y,774
clear_j,increase_n,y,374
clear_j,indication_n,y,13683
clear_j,disadvantage_n,y,192
clear_j,mechanism_n,y,576
clear_j,setback_n,y,181
clear_j,roadmap_n,y,341
clear_j,signal_n,y,11819
clear_j,recognition_n,y,874
clear_j,growth_n,y,194
clear_j,procedure_n,y,1357
clear_j,attitude_n,y,94
clear_j,notice_n,y,567
clear_j,intention_n,y,1449
clear_j,timetable_n,y,1543
clear_j,memory_n,y,591
clear_j,judgment_n,y,168
clear_j,rationale_n,y,730
clear_j,documentation_n,y,321
clear_j,win_n,y,468
clear_j,timeline_n,y,307
clear_j,value_n,y,482
clear_j,exception_n,y,131
clear_j,departure_n,y,336
clear_j,protocol_n,y,413
murky_j,privatization_n,y,88
murky_j,history_n,y,96
murky_j,bribery_n,y,18
murky_j,incident_n,y,33
murky_j,guidance_n,y,17
murky_j,dealings_n,y,39
murky_j,mystery_n,y,19
murky_j,tale_n,y,30
murky_j,relationship_n,y,63
murky_j,feeling_n,y,13
murky_j,verdict_n,y,16
murky_j,album_n,y,743
murky_j,business_n,y,201
murky_j,detail_n,y,46
murky_j,reputation_n,y,15
murky_j,politics_n,y,86
murky_j,intermediary_n,y,10
murky_j,episode_n,y,37
murky_j,desire_n,y,11
murky_j,reason_n,y,18
murky_j,conflict_n,y,14
murky_j,outlook_n,y,210
murky_j,forecast_n,y,93
murky_j,privatisation_n,y,29
murky_j,rumour_n,y,16
murky_j,term_n,y,31
murky_j,alliance_n,y,16
murky_j,prospect_n,y,43
murky_j,motivation_n,y,13
murky_j,topic_n,y,13
murky_j,network_n,y,32
murky_j,decision_n,y,13
murky_j,accounting_n,y,44
murky_j,auction_n,y,20
murky_j,provenance_n,y,15
murky_j,chapter_n,y,29
murky_j,suspicion_n,y,10
murky_j,conspiracy_n,y,10
murky_j,beginning_n,y,14
murky_j,intrigue_n,y,21
murky_j,link_n,y,107
murky_j,case_n,y,67
murky_j,scandal_n,y,52
murky_j,plot_n,y,66
murky_j,narrative_n,y,14
murky_j,definition_n,y,17
murky_j,allegation_n,y,17
murky_j,story_n,y,28
murky_j,disclosure_n,y,18
murky_j,succession_n,y,33
murky_j,period_n,y,46
murky_j,surrender_n,y,15
murky_j,favor_n,y,49
murky_j,subject_n,y,60
murky_j,mission_n,y,15
murky_j,trade_n,y,23
murky_j,event_n,y,23
murky_j,culture_n,y,36
murky_j,evidence_n,y,16
murky_j,war_n,y,24
murky_j,government_n,y,17
murky_j,rule_n,y,30
murky_j,ambiguity_n,y,10
murky_j,transaction_n,y,26
murky_j,language_n,y,11
murky_j,guideline_n,y,14
murky_j,deal_n,y,167
murky_j,future_n,y,105
murky_j,law_n,y,80
murky_j,record_n,y,27
murky_j,distinction_n,y,14
murky_j,standard_n,y,30
murky_j,question_n,y,59
murky_j,directive_n,y,34
murky_j,money_n,y,27
murky_j,start_n,y,56
murky_j,transfer_n,y,11
murky_j,market_n,y,18
murky_j,practice_n,y,36
murky_j,secret_n,y,22
murky_j,process_n,y,48
murky_j,affair_n,y,43
murky_j,tax_n,y,16
murky_j,position_n,y,10
murky_j,statement_n,y,21
murky_j,connection_n,y,18
murky_j,situation_n,y,50
murky_j,affection_n,y,46
murky_j,franc_n,y,14
murky_j,truth_n,y,18
murky_j,result_n,y,18
murky_j,trading_n,y,14
murky_j,murder_n,y,46
murky_j,operation_n,y,23
murky_j,circumstance_n,y,257
murky_j,ethic_n,y,12
murky_j,system_n,y,21
murky_j,information_n,y,16
murky_j,origin_n,y,72
murky_j,role_n,y,56
murky_j,testimony_n,y,22
murky_j,corruption_n,y,10
murky_j,fate_n,y,12
murky_j,intelligence_n,y,36
murky_j,ingenuity_n,y,12
murky_j,ownership_n,y,39
murky_j,idea_n,y,13
murky_j,power_n,y,22
murky_j,finance_n,y,100
murky_j,sentence_n,y,145
murky_j,issue_n,y,117
murky_j,dealing_n,y,126
murky_j,sound_n,y,19
bitter_j,shame_n,y,14
bitter_j,vengeance_n,y,30
bitter_j,rant_n,y,34
bitter_j,crisis_n,y,70
bitter_j,movement_n,y,28
bitter_j,writer_n,y,37
bitter_j,sorrow_n,y,37
bitter_j,campaigning_n,y,36
bitter_j,fan_n,y,39
bitter_j,deterioration_n,y,60
bitter_j,episode_n,y,53
bitter_j,indictment_n,y,23
bitter_j,labor_n,y,375
bitter_j,elimination_n,y,21
bitter_j,life_n,y,93
bitter_j,polarization_n,y,34
bitter_j,wit_n,y,11
